SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,ModifiedDate
53658,3,09-01-2007,9/13/2007,09-08-2007,5,1,SO53658,NULL,10-4030-021747,21747,NULL,4,28196,28196,1,8259,1041435Vi42800,NULL,539.99,43.1992,13.4998,596.689,NULL,09-08-2007
53659,3,09-01-2007,9/13/2007,09-08-2007,5,1,SO53659,NULL,10-4030-014734,14734,NULL,1,24758,24758,1,15730,741812Vi81299,NULL,1155.48,92.4384,28.887,1276.8054,NULL,09-08-2007
53660,3,09-01-2007,9/13/2007,09-08-2007,5,1,SO53660,NULL,10-4030-019724,19724,NULL,1,24388,24388,1,16066,941827Vi83068,NULL,1155.48,92.4384,28.887,1276.8054,NULL,09-08-2007
53661,3,09-01-2007,9/13/2007,09-08-2007,5,1,SO53661,NULL,10-4030-025681,25681,NULL,8,23149,23149,1,10048,1143015Vi51734,NULL,2398.05,191.844,59.9513,2649.8453,NULL,09-08-2007
53662,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53662,NULL,10-4030-023416,23416,NULL,9,29686,29686,1,NULL,NULL,9093,1155.48,92.4384,28.887,1276.8054,NULL,09-09-2007
53663,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53663,NULL,10-4030-012291,12291,NULL,8,24957,24957,1,19109,1116211Vi99293,NULL,2428.94,194.3152,60.7235,2683.9787,NULL,09-09-2007
53664,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53664,NULL,10-4030-012305,12305,NULL,10,24256,24256,1,14715,416368Vi76254,9098,2319.99,185.5992,57.9998,2563.589,NULL,09-09-2007
53665,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53665,NULL,10-4030-024537,24537,NULL,10,28839,28839,1,9970,916616Vi51303,9098,2511.32,200.9056,62.783,2775.0086,NULL,09-09-2007
53666,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53666,NULL,10-4030-011176,11176,NULL,6,25073,25073,1,11843,117083Vi61184,9095,120,9.6,3,132.6,NULL,09-09-2007
53667,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53667,NULL,10-4030-011071,11071,NULL,9,22897,22897,1,3016,217093Vi15836,9093,27.28,2.1824,0.682,30.1444,NULL,09-09-2007
53668,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53668,NULL,10-4030-019590,19590,NULL,9,25839,25839,1,18807,617387Vi97714,9093,32.28,2.5824,0.807,35.6694,NULL,09-09-2007
53669,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53669,NULL,10-4030-016486,16486,NULL,9,24576,24576,1,8811,1117594Vi45464,9093,76.97,6.1576,1.9243,85.0519,NULL,09-09-2007
53670,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53670,NULL,10-4030-018211,18211,NULL,9,22002,22002,1,8778,717622Vi45326,9093,56.97,4.5576,1.4243,62.9519,NULL,09-09-2007
53671,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53671,NULL,10-4030-021563,21563,NULL,9,16599,16599,1,2831,1017672Vi14705,9093,39.99,3.1992,0.9998,44.189,NULL,09-09-2007
53672,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53672,NULL,10-4030-014683,14683,NULL,9,25216,25216,1,2471,318053Vi12865,9093,18.97,1.5176,0.4743,20.9619,NULL,09-09-2007
53673,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53673,NULL,10-4030-027364,27364,NULL,9,12223,12223,1,3023,418124Vi15868,9093,78.98,6.3184,1.9745,87.2729,NULL,09-09-2007
53674,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53674,NULL,10-4030-018733,18733,NULL,9,21889,21889,1,13426,218842Vi69538,9093,2.29,0.1832,0.0573,2.5305,NULL,09-09-2007
53675,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53675,NULL,10-4030-018325,18325,NULL,9,21346,21346,1,8078,519043Vi41887,9093,38.88,3.1104,0.972,42.9624,NULL,09-09-2007
53676,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53676,NULL,10-4030-015688,15688,NULL,7,23561,23561,1,15421,719136Vi79660,NULL,1700.99,136.0792,42.5248,1879.594,NULL,09-09-2007
53677,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53677,NULL,10-4030-019503,19503,NULL,7,17621,17621,1,7194,1119428Vi37319,NULL,608.96,48.7168,15.224,672.9008,NULL,09-09-2007
53678,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53678,NULL,10-4030-027309,27309,NULL,8,26250,26250,1,15590,619807Vi80557,NULL,2457.33,196.5864,61.4333,2715.3497,NULL,09-09-2007
53679,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53679,NULL,10-4030-012321,12321,NULL,7,14022,14022,1,3424,419813Vi18038,NULL,2492.32,199.3856,62.308,2754.0136,NULL,09-09-2007
53680,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53680,NULL,10-4030-013766,13766,NULL,7,20130,20130,1,12964,419959Vi67079,NULL,819.48,65.5584,20.487,905.5254,NULL,09-09-2007
53681,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53681,NULL,10-4030-027036,27036,NULL,1,26982,26982,1,14597,821361Vi75678,NULL,7.28,0.5824,0.182,8.0444,NULL,09-09-2007
53682,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53682,NULL,10-4030-011253,11253,NULL,6,26098,26098,1,1129,1221381Vi5710,9095,63.97,5.1176,1.5993,70.6869,NULL,09-09-2007
53683,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53683,NULL,10-4030-013756,13756,NULL,6,19472,19472,1,4330,522112Vi22734,9095,58.47,4.6776,1.4618,64.6094,NULL,09-09-2007
53684,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53684,NULL,10-4030-011142,11142,NULL,6,22812,22812,1,3510,1122784Vi18457,9095,69.97,5.5976,1.7493,77.3169,NULL,09-09-2007
53685,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53685,NULL,10-4030-022743,22743,NULL,1,17840,17840,1,11207,222985Vi57818,NULL,65.95,5.276,1.6488,72.8748,NULL,09-09-2007
53686,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53686,NULL,10-4030-014632,14632,NULL,6,15310,15310,1,7430,924022Vi38540,9095,9.99,0.7992,0.2498,11.039,NULL,09-09-2007
53687,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53687,NULL,10-4030-018812,18812,NULL,6,25931,25931,1,17130,624361Vi88939,9095,69.99,5.5992,1.7498,77.339,NULL,09-09-2007
53688,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53688,NULL,10-4030-028239,28239,NULL,6,23644,23644,1,16538,725351Vi85641,9095,7.28,0.5824,0.182,8.0444,NULL,09-09-2007
53689,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53689,NULL,10-4030-020694,20694,NULL,6,27618,27618,1,11489,925653Vi59300,9095,146.97,11.7576,3.6743,162.4019,NULL,09-09-2007
53690,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53690,NULL,10-4030-014993,14993,NULL,10,24014,24014,1,4998,326601Vi26168,9098,74.98,5.9984,1.8745,82.8529,NULL,09-09-2007
53691,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53691,NULL,10-4030-013302,13302,NULL,4,23415,23415,1,2620,726624Vi13626,NULL,56.97,4.5576,1.4243,62.9519,NULL,09-09-2007
53692,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53692,NULL,10-4030-012505,12505,NULL,10,13508,13508,1,566,126736Vi2937,9098,36.59,2.9272,0.9148,40.432,NULL,09-09-2007
53693,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53693,NULL,10-4030-022317,22317,NULL,8,12556,12556,1,12396,1127133Vi64093,NULL,13.98,1.1184,0.3495,15.4479,NULL,09-09-2007
53694,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53694,NULL,10-4030-011551,11551,NULL,7,29080,29080,1,10224,527258Vi52762,NULL,53.99,4.3192,1.3498,59.659,NULL,09-09-2007
53695,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53695,NULL,10-4030-026411,26411,NULL,10,25881,25881,1,5633,227374Vi29476,9098,58.98,4.7184,1.4745,65.1729,NULL,09-09-2007
53696,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53696,NULL,10-4030-015450,15450,NULL,7,20782,20782,1,5638,1127420Vi29501,NULL,32.27,2.5816,0.8068,35.6584,NULL,09-09-2007
53697,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53697,NULL,10-4030-016320,16320,NULL,7,28875,28875,1,16278,1227641Vi84168,NULL,49.48,3.9584,1.237,54.6754,NULL,09-09-2007
53698,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53698,NULL,10-4030-018624,18624,NULL,7,19360,19360,1,13097,228025Vi67812,NULL,29.99,2.3992,0.7498,33.139,NULL,09-09-2007
53699,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53699,NULL,10-4030-026909,26909,NULL,7,28994,28994,1,12782,1028514Vi66105,NULL,77.96,6.2368,1.949,86.1458,NULL,09-09-2007
53700,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53700,NULL,10-4030-012066,12066,NULL,4,22750,22750,1,4368,529550Vi22911,NULL,35,2.8,0.875,38.675,NULL,09-09-2007
53701,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53701,NULL,10-4030-011864,11864,NULL,1,20994,20994,1,14027,529566Vi72745,NULL,39.99,3.1992,0.9998,44.189,NULL,09-09-2007
53702,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53702,NULL,10-4030-014736,14736,NULL,1,25055,25055,1,9487,929847Vi48912,NULL,85.48,6.8384,2.137,94.4554,NULL,09-09-2007
53703,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53703,NULL,10-4030-016771,16771,NULL,6,13766,13766,1,6366,429962Vi33053,9095,21.98,1.7584,0.5495,24.2879,NULL,09-09-2007
53704,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53704,NULL,10-4030-016096,16096,NULL,6,11627,11627,1,16149,829999Vi83546,9095,80.96,6.4768,2.024,89.4608,NULL,09-09-2007
53705,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53705,NULL,10-4030-016897,16897,NULL,4,12743,12743,1,9204,635798Vi47476,NULL,1763.97,141.1176,44.0993,1949.1869,NULL,09-09-2007
53706,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53706,NULL,10-4030-013917,13917,NULL,4,26504,26504,1,5647,936501Vi29557,NULL,839.46,67.1568,20.9865,927.6033,NULL,09-09-2007
53707,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53707,NULL,10-4030-012164,12164,NULL,4,15140,15140,1,3800,1237556Vi19993,NULL,2329.99,186.3992,58.2498,2574.639,NULL,09-09-2007
53708,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53708,NULL,10-4030-011538,11538,NULL,4,20510,20510,1,16791,137569Vi86974,NULL,2316.97,185.3576,57.9243,2560.2519,NULL,09-09-2007
53709,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53709,NULL,10-4030-028948,28948,NULL,9,26586,26586,1,3433,1139068Vi18108,9093,2419.06,193.5248,60.4765,2673.0613,NULL,09-09-2007
53710,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53710,NULL,10-4030-018735,18735,NULL,9,15167,15167,1,10914,339419Vi56261,9093,2443.35,195.468,61.0838,2699.9018,NULL,09-09-2007
53711,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53711,NULL,10-4030-016654,16654,NULL,6,11646,11646,1,7589,239645Vi39314,9095,751.34,60.1072,18.7835,830.2307,NULL,09-09-2007
53712,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53712,NULL,10-4030-011462,11462,NULL,9,11413,11413,1,11415,1239765Vi58872,9093,2322.28,185.7824,58.057,2566.1194,NULL,09-09-2007
53713,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53713,NULL,10-4030-011894,11894,NULL,9,16310,16310,1,14580,339781Vi75592,9093,2394.97,191.5976,59.8743,2646.4419,NULL,09-09-2007
53714,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53714,NULL,10-4030-016360,16360,NULL,1,27163,27163,1,18083,841406Vi93811,NULL,553.97,44.3176,13.8493,612.1369,NULL,09-09-2007
53715,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53715,NULL,10-4030-021810,21810,NULL,4,27141,27141,1,14343,841408Vi74374,NULL,562.96,45.0368,14.074,622.0708,NULL,09-09-2007
53716,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53716,NULL,10-4030-022346,22346,NULL,4,17617,17617,1,11785,1241437Vi60952,NULL,574.98,45.9984,14.3745,635.3529,NULL,09-09-2007
53717,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53717,NULL,10-4030-021756,21756,NULL,4,19033,19033,1,11508,541440Vi59389,NULL,553.97,44.3176,13.8493,612.1369,NULL,09-09-2007
53718,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53718,NULL,10-4030-019683,19683,NULL,1,13712,13712,1,9308,541823Vi47988,NULL,1143.46,91.4768,28.5865,1263.5233,NULL,09-09-2007
53719,3,09-02-2007,9/14/2007,09-09-2007,5,1,SO53719,NULL,10-4030-022481,22481,NULL,8,28394,28394,1,18901,1042229Vi98209,NULL,564.48,45.1584,14.112,623.7504,NULL,09-09-2007
53720,3,09-03-2007,9/15/2007,09-10-2007,5,1,SO53720,NULL,10-4030-018489,18489,NULL,9,26154,26154,1,6589,1216010Vi34253,9104,2502.83,200.2264,62.5708,2765.6272,NULL,09-10-2007
53721,3,09-03-2007,9/15/2007,09-10-2007,5,1,SO53721,NULL,10-4030-011568,11568,NULL,10,16152,16152,1,578,916327Vi2996,9109,2319.99,185.5992,57.9998,2563.589,NULL,09-10-2007
